'y-axis saved as y
'x,216-1hr_Gd-Ru-Ge.xy,Ycalc,Diff
25.42879,283,290.256801,-7.25680056
25.43909,280,290.002283,-10.002283
25.4494,292,289.757252,2.24274806
25.45971,284,289.521582,-5.52158192
25.47002,276,289.294911,-13.2949107
25.48032,291,289.077097,1.92290335
25.49063,305,288.86738,16.1326201
25.50094,297,288.665649,8.33435102
25.51125,269,288.471587,-19.4715868
25.52156,275,288.284885,-13.2848853
25.53186,263,288.105416,-25.1054164
25.54217,263,287.932542,-24.9325424
25.55248,299,287.76616,11.2338402
25.56279,313,287.605997,25.3940025
25.5731,274,287.451793,-13.4517935
25.5834,286,287.303437,-1.30343705
25.59371,262,287.160399,-25.1603992
25.60402,281,287.015964,-6.01596414
25.61433,277,286.875458,-9.87545753
25.62464,247,286.747032,-39.7470324
25.63494,292,286.611918,5.38808206
25.64525,277,286.493097,-9.49309717
25.65556,281,286.37851,-5.37851014
25.66587,293,286.267989,6.73201105
25.67617,274,286.161477,-12.1614774
25.68648,284,286.058621,-2.05862117
25.69679,256,285.959387,-29.9593874
25.7071,260,285.863647,-25.8636471
25.71741,289,285.77128,3.22871967
25.72771,257,285.68226,-28.6822603
25.73802,278,285.596311,-7.59631086
25.74833,239,285.513424,-46.5134239
25.75864,331,285.433511,45.5664894
25.76895,310,285.356489,24.643511
25.77925,287,285.282354,1.71764605
25.78956,248,285.210892,-37.2108919
25.79987,277,285.142112,-8.1421121
25.81018,266,285.075956,-19.0759557
25.82049,278,285.012369,-7.01236888
25.83079,264,284.951361,-20.9513605
25.8411,261,284.892768,-23.8927677
25.85141,258,284.836611,-26.8366106
25.86172,277,284.782853,-7.78285284
25.87202,256,284.731511,-28.7315112
25.88233,251,284.682458,-33.6824582
25.89264,263,284.635721,-21.6357213
25.90295,281,284.591282,-3.59128182
25.91326,270,284.549127,-14.5491274
25.92356,270,284.509292,-14.5092916
25.93387,253,284.471708,-31.4717085
25.94418,278,284.436463,-6.43646336
25.95449,279,284.403736,-5.40373624
25.9648,256,284.374039,-28.374039
25.9751,287,284.344533,2.65546664
25.98541,265,284.317141,-19.317141
25.99572,293,284.291887,8.70811333
26.00603,263,284.268767,-21.2687675
26.01634,239,284.247782,-45.2477822
26.02664,265,284.228949,-19.2289491
26.03695,234,284.212234,-50.2122337
26.04726,275,284.19766,-9.19765993
26.05757,257,284.185234,-27.1852339
26.06787,281,284.174973,-3.17497254
26.07818,254,284.166865,-30.1668654
26.08849,273,284.160935,-11.1609351
26.0988,267,284.157195,-17.1571949
26.10911,229,284.15566,-55.15566
26.11941,245,284.156346,-39.1563457
26.12972,278,284.159272,-6.15927191
26.14003,259,284.16446,-25.16446
26.15034,289,284.171933,4.82806741
26.16065,250,284.181715,-34.1817145
26.17095,257,284.19382,-27.1938199
26.18126,258,284.208301,-26.2083008
26.19157,290,284.225178,5.77482202
26.20188,260,284.244485,-24.2444848
26.21219,262,284.266257,-22.2662571
26.22249,235,284.290509,-49.2905086
26.2328,267,284.317327,-17.3173268
26.24311,233,284.346733,-51.3467331
26.25342,286,284.378774,1.62122613
26.26373,247,284.413498,-37.4134983
26.27403,241,284.450921,-43.4509213
26.28434,263,284.491171,-21.4911707
26.29465,265,284.534271,-19.5342707
26.30496,293,284.580284,8.41971614
26.31526,268,284.629228,-16.6292279
26.32557,250,284.681278,-34.681278
26.33588,285,284.730234,0.269766118
26.34619,270,284.780456,-14.7804559
26.3565,276,284.840663,-8.84066255
26.3668,268,284.894775,-16.8947749
26.37711,271,284.963406,-13.9634063
26.38742,304,285.035609,18.964391
26.39773,252,285.111489,-33.1114894
26.40804,299,285.191161,13.8088391
26.41834,272,285.274661,-13.2746612
26.42865,273,285.36228,-12.3622799
26.43896,283,285.454074,-2.45407426
26.44927,270,285.550189,-15.5501894
26.45958,270,285.65078,-15.65078
26.46988,245,285.755907,-40.7559068
26.48019,306,285.865949,20.1340512
26.4905,332,285.980995,46.0190054
26.50081,274,286.101245,-12.1012447
26.51111,253,286.22679,-33.2267901
26.52142,282,286.358103,-4.35810305
26.53173,279,286.495311,-7.4953115
26.54204,262,286.63868,-24.6386799
26.55235,287,286.788492,0.211507544
26.56265,271,286.9449,-15.9449002
26.57296,260,287.108534,-27.1085341
26.58327,271,287.279601,-16.279601
26.59358,266,287.458484,-21.4584838
26.60389,263,287.645596,-24.645596
26.61419,272,287.841192,-15.8411922
26.6245,255,288.046135,-33.0461351
26.63481,281,288.260767,-7.26076663
26.64512,264,288.485659,-24.4856593
26.65543,242,288.721436,-46.7214362
26.66573,268,288.968533,-20.9685329
26.67604,262,289.228168,-27.2281682
26.68635,257,289.500922,-32.5009216
26.69666,277,289.787684,-12.7876838
26.70696,270,290.089135,-20.0891345
26.71727,278,290.406931,-12.4069312
26.72758,300,290.741977,9.25802256
26.73789,291,291.095585,-0.0955850352
26.7482,296,291.469207,4.53079302
26.7585,248,291.864065,-43.864065
26.76881,243,292.282718,-49.2827182
26.77912,280,292.726797,-12.726797
26.78943,264,293.198539,-29.1985395
26.79974,284,293.700457,-9.7004572
26.81004,286,294.234836,-8.23483555
26.82035,288,294.805903,-6.80590304
26.83066,275,295.41676,-20.4167596
26.84097,263,296.071499,-33.0714986
26.85128,241,296.774783,-55.7747835
26.86158,280,297.531177,-17.5311772
26.87189,296,298.348274,-2.34827386
26.8822,281,299.232411,-18.2324105
26.89251,287,300.191745,-13.1917449
26.90281,292,301.234692,-9.23469191
26.91312,292,302.374359,-10.3743588
26.92343,292,303.622761,-11.622761
26.93374,307,304.99523,2.00476957
26.94405,286,306.509959,-20.5099594
26.95435,279,308.186929,-29.1869294
26.96466,271,310.055504,-39.0555044
26.97497,292,312.145693,-20.1456928
26.98528,265,314.496022,-49.4960224
26.99559,298,317.154034,-19.1540345
27.00589,314,320.176186,-6.17618553
27.0162,300,323.645234,-23.6452342
27.02651,306,327.662032,-21.6620322
27.03682,310,332.375803,-22.3758032
27.04713,300,338.018698,-38.0186981
27.05743,331,344.968839,-13.9688388
27.06774,374,353.902312,20.0976876
27.07805,359,365.943359,-6.94335896
27.08836,379,382.939409,-3.93940924
27.09867,340,407.702602,-67.7026021
27.10897,412,444.078935,-32.0789354
27.11928,449,496.891886,-47.8918859
27.12959,555,571.00857,-16.0085704
27.1399,574,670.182984,-96.182984
27.1502,765,795.161602,-30.1616019
27.16051,838,942.207039,-104.207039
27.17082,1013,1100.03862,-87.0386227
27.18113,1187,1247.96195,-60.961949
27.19144,1392,1356.86474,35.1352618
27.20174,1429,1401.08454,27.9154612
27.21205,1495,1377.16071,117.839286
27.22236,1342,1306.02197,35.9780267
27.23267,1279,1215.13332,63.8666752
27.24298,1110,1123.62581,-13.6258097
27.25328,1067,1039.16973,27.8302729
27.26359,1028,961.12943,66.8705703
27.2739,912,885.95185,26.0481501
27.28421,887,811.433451,75.5665495
27.29452,785,738.302032,46.6979684
27.30482,677,668.900897,8.09910269
27.31513,550,605.255926,-55.2559258
27.32544,510,548.863647,-38.8636469
27.33575,469,500.450606,-31.4506061
27.34605,399,460.201717,-61.2017169
27.35636,393,427.694373,-34.6943732
27.36667,420,402.218322,17.7816779
27.37698,402,382.749037,19.2509627
27.38729,396,368.150465,27.8495348
27.39759,403,357.329842,45.6701575
27.4079,443,349.3024,93.6976003
27.41821,429,343.301089,85.6989108
27.42852,440,338.738258,101.261742
27.43883,442,335.194187,106.805813
27.44913,503,332.383738,170.616262
27.45944,482,330.109819,151.890181
27.46975,520,328.248514,191.751486
27.48006,558,326.714973,231.285027
27.49037,573,325.450798,247.549202
27.50067,568,324.415,243.585
27.51098,561,323.57424,237.42576
27.52129,470,322.905204,147.094796
27.5316,524,322.388376,201.611624
27.5419,507,322.008179,184.991821
27.55221,466,321.750851,144.249149
27.56252,421,321.606067,99.3939333
27.57283,466,321.564975,144.435025
27.58314,381,321.620336,59.3796642
27.59344,391,321.766099,69.2339011
27.60375,348,321.99789,26.0021103
27.61406,347,322.312004,24.6879963
27.62437,314,322.705785,-8.70578532
27.63468,325,323.177443,1.82255651
27.64498,347,323.725427,23.2745731
27.65529,325,324.350619,0.649381191
27.6656,310,325.053809,-15.0538085
27.67591,329,325.832885,3.16711487
27.68622,298,326.691162,-28.6911624
27.69652,326,327.630051,-1.63005127
27.70683,318,328.654009,-10.6540089
27.71714,349,329.765255,19.2347454
27.72745,350,330.967247,19.0327526
27.73775,311,332.262431,-21.2624306
27.74806,328,333.657218,-5.65721804
27.75837,364,335.154355,28.8456446
27.76868,352,336.757668,15.2423322
27.77899,346,338.470661,7.52933909
27.78929,383,340.294479,42.7055213
27.7996,360,342.234808,17.7651917
27.80991,355,344.291023,10.7089768
27.82022,373,346.462814,26.5371864
27.83053,351,348.748152,2.25184819
27.84083,356,351.140589,4.85941101
27.85114,346,353.638289,-7.63828851
27.86145,315,356.229805,-41.2298049
27.87176,315,358.902949,-43.9029488
27.88207,320,361.642275,-41.6422745
27.89237,333,364.426172,-31.4261717
27.90268,319,367.237606,-48.2376061
27.91299,347,370.047859,-23.0478593
27.9233,348,372.827383,-24.827383
27.93361,309,375.543306,-66.5433063
27.94391,348,378.157253,-30.1572527
27.95422,304,380.635868,-76.6358679
27.96453,327,382.936021,-55.936021
27.97484,313,385.015788,-72.0157879
27.98514,337,386.830976,-49.8309762
27.99545,372,388.342899,-16.3428988
28.00576,339,389.508596,-50.5085956
28.01607,366,390.28938,-24.2893796
28.02638,387,390.650142,-3.65014226
28.03668,346,390.560963,-44.5609631
28.04699,342,389.997879,-47.9978789
28.0573,359,388.944568,-29.9445677
28.06761,340,387.393915,-47.3939151
28.07792,320,385.348868,-65.3488676
28.08822,314,382.842266,-68.8422659
28.09853,329,379.881282,-50.8812819
28.10884,349,376.521276,-27.5212756
28.11915,311,372.736429,-61.7364291
28.12946,340,368.620162,-28.6201624
28.13976,351,364.230373,-13.2303728
28.15007,360,359.614573,0.385427343
28.16038,380,354.833585,25.1664153
28.17069,399,349.881236,49.1187642
28.18099,409,344.902368,64.0976317
28.1913,483,339.951624,143.048376
28.20161,456,335.042172,120.957828
28.21192,501,330.216087,170.783913
28.22223,480,325.510516,154.489484
28.23253,480,320.961759,159.038241
28.24284,453,316.587579,136.412421
28.25315,458,312.413832,145.586168
28.26346,439,308.45672,130.54328
28.27377,440,304.727573,135.272427
28.28407,418,301.236495,116.763505
28.29438,399,297.979412,101.020588
28.30469,424,294.958995,129.041005
28.315,406,292.171318,113.828682
28.32531,386,289.609891,96.3901091
28.33561,339,287.268353,51.7316469
28.34592,331,285.132011,45.8679895
28.35623,338,283.191989,54.808011
28.36654,343,281.436272,61.5637275
28.37684,323,279.853905,43.1460948
28.38715,332,278.429261,53.5707386
28.39746,279,277.151552,1.84844842
28.40777,330,276.008669,53.991331
28.41808,296,274.988964,21.0110355
28.42838,288,274.082189,13.9178105
28.43869,325,273.276128,51.7238724
28.449,279,272.561949,6.43805146
28.45931,287,271.93058,15.0694203
28.46962,296,271.373648,24.6263518
28.47992,301,270.883917,30.1160831
28.49023,251,270.453409,-19.4534087
28.50054,332,270.076244,61.9237559
28.51085,319,269.74663,49.2533697
28.52116,287,269.459335,17.5406648
28.53146,282,269.209876,12.7901237
28.54177,272,268.993542,3.00645815
28.55208,325,268.806814,56.1931862
28.56239,316,268.646322,47.3536777
28.57269,342,268.509197,73.4908028
28.583,329,268.39252,60.6074798
28.59331,302,268.294098,33.7059024
28.60362,331,268.211874,62.7881258
28.61393,314,268.144051,45.8559486
28.62423,349,268.089112,80.9108881
28.63454,293,268.045594,24.9544062
28.64485,312,268.012395,43.987605
28.65516,307,267.988533,39.0114671
28.66547,294,267.973203,26.0267967
28.67577,301,267.965819,33.0341809
28.68608,288,267.966221,20.033779
28.69639,293,267.976006,25.0239935
28.7067,308,267.985452,40.0145479
28.71701,278,268.000357,9.99964328
28.72731,264,268.020371,-4.0203713
28.73762,296,268.045262,27.9547385
28.74793,299,268.074784,30.9252155
28.75824,249,268.108754,-19.1087541
28.76855,253,268.147019,-15.1470187
28.77885,267,268.189413,-1.18941269
28.78916,247,268.235921,-21.2359206
28.79947,243,268.286428,-25.2864277
28.80978,275,268.340877,6.65912342
28.82008,267,268.399168,-1.39916778
28.83039,281,268.461387,12.5386128
28.8407,258,268.527466,-10.527466
28.85101,266,268.597401,-2.59740127
28.86132,247,268.671201,-21.6712007
28.87162,247,268.748805,-21.748805
28.88193,248,268.826518,-20.8265179
28.89224,284,268.815842,15.1841582
28.90255,243,268.905857,-25.9058572
28.91286,267,268.999918,-1.99991767
28.92316,254,269.097993,-15.0979929
28.93347,245,269.20035,-24.2003505
28.94378,253,269.306987,-16.3069868
28.95409,242,269.418004,-27.4180037
28.9644,248,269.533517,-21.5335166
28.9747,261,269.653537,-8.65353675
28.98501,291,269.778442,21.2215583
28.99532,285,269.908279,15.0917211
29.00563,289,270.043227,18.956773
29.01593,283,270.183344,12.8166561
29.02624,275,270.329116,4.67088407
29.03655,240,270.480643,-30.4806433
29.04686,260,270.638178,-10.6381782
29.05717,279,270.801991,8.19800903
29.06747,278,270.972201,7.02779856
29.07778,254,271.149444,-17.149444
29.08809,245,271.333877,-26.3338766
29.0984,261,271.525833,-10.5258326
29.10871,240,271.725656,-31.7256563
29.11901,256,271.933495,-15.9334949
29.12932,249,272.15011,-23.1501096
29.13963,304,272.375664,31.6243357
29.14994,278,272.610519,5.38948051
29.16025,248,272.855032,-24.8550322
29.17055,258,273.109302,-15.1093017
29.18086,254,273.374163,-19.3741632
29.19117,257,273.649708,-16.6497084
29.20148,249,273.936262,-24.9362616
29.21178,279,274.233846,4.76615433
29.22209,292,274.543349,17.4566508
29.2324,290,274.8648,15.1351997
29.24271,292,275.198514,16.8014862
29.25302,255,275.678992,-20.6789925
29.26332,258,276.185696,-18.1856962
29.27363,264,276.559571,-12.5595707
29.28394,270,276.947128,-6.94712788
29.29425,258,277.348791,-19.3487912
29.30456,313,277.765028,35.2349722
29.31486,275,278.195931,-3.19593097
29.32517,282,278.642915,3.35708473
29.33548,284,279.10622,4.89377979
29.34579,270,279.586577,-9.58657651
29.3561,309,280.084807,28.9151931
29.3664,262,280.601328,-18.6013281
29.37671,249,281.138184,-32.1381842
29.38702,285,281.696058,3.30394242
29.39733,290,282.276266,7.72373384
29.40763,291,282.87969,8.12031037
29.41794,268,283.509146,-15.5091455
29.42825,260,284.165895,-24.1658953
29.43856,272,284.85197,-12.8519699
29.44887,276,285.569605,-9.56960502
29.45917,291,286.320499,4.67950099
29.46948,283,287.108753,-4.10875252
29.47979,287,287.936494,-0.936493533
29.4901,330,288.806729,41.1932713
29.50041,312,289.722594,22.2774056
29.51071,287,290.686343,-3.68634319
29.52102,280,291.703051,-11.7030515
29.53133,309,292.774924,16.225076
29.54164,312,293.904858,18.0951422
29.55195,283,295.095386,-12.0953863
29.56225,276,296.347264,-20.3472642
29.57256,285,297.664187,-12.6641866
29.58287,269,299.045296,-30.0452965
29.59318,289,300.489743,-11.4897435
29.60349,275,301.995262,-26.9952623
29.61379,282,303.556393,-21.556393
29.6241,277,305.170366,-28.1703663
29.63441,323,306.827806,16.1721937
29.64472,307,308.518566,-1.51856618
29.65502,287,310.228455,-23.2284548
29.66533,279,311.94584,-32.9458403
29.67564,266,313.651683,-47.6516826
29.68595,294,315.326258,-21.3262584
29.69626,266,316.947689,-50.9476894
29.70656,305,318.490754,-13.4907535
29.71687,309,319.933179,-10.9331789
29.72718,341,321.247049,19.7529514
29.73749,323,322.405445,0.594555209
29.7478,311,323.381537,-12.3815369
29.7581,318,324.148669,-6.14866906
29.76841,311,324.684004,-13.6840038
29.77872,342,324.964927,17.0350729
29.78903,333,324.973337,8.0266632
29.79934,298,324.695901,-26.6959008
29.80964,354,324.125835,29.8741654
29.81995,343,323.261351,19.7386487
29.83026,335,322.109512,12.8904881
29.84057,335,320.684413,14.3155871
29.85087,327,319.008815,7.99118479
29.86118,301,317.106335,-16.1063354
29.87149,327,315.009917,11.990083
29.8818,301,312.753712,-11.7537122
29.89211,331,310.373218,20.6267816
29.90241,339,307.906382,31.0936185
29.91272,323,305.382878,17.6171222
29.92303,308,302.837746,5.16225375
29.93334,319,300.301287,18.6987128
29.94365,341,297.800993,43.1990065
29.95395,302,295.363571,6.6364286
29.96426,333,293.005309,39.9946906
29.97457,298,290.746201,7.25379937
29.98488,322,288.600363,33.3996366
29.99519,263,286.57852,-23.5785195
30.00549,281,284.689933,-3.6899335
30.0158,300,282.93544,17.0645603
30.02611,297,281.318775,15.6812246
30.03642,302,279.839445,22.1605554
30.04672,292,278.496226,13.5037738
30.05703,305,277.282443,27.7175567
30.06734,287,276.194153,10.805847
30.07765,303,275.225117,27.7748834
30.08796,278,274.368467,3.63153299
30.09826,290,273.617647,16.3823529
30.10857,295,272.963807,22.0361934
30.11888,291,272.40036,18.5996404
30.12919,299,271.942277,27.0577226
30.1395,293,271.797756,21.2022436
30.1498,277,271.4657,5.53430021
30.16011,283,271.197847,11.8021527
30.17042,283,270.987833,12.012167
30.18073,265,270.825156,-5.82515552
30.19104,262,270.709287,-8.70928683
30.20134,292,270.635697,21.3643034
30.21165,305,270.600064,34.3999355
30.22196,300,270.598689,29.4013114
30.23227,276,270.628139,5.37186073
30.24258,272,270.685328,1.31467173
30.25288,286,270.767396,15.2326044
30.26319,293,270.872028,22.1279721
30.2735,281,270.996957,10.0030429
30.28381,305,271.140233,33.8597667
30.29411,277,271.299969,5.7000307
30.30442,256,271.474954,-15.4749543
30.31473,266,271.663843,-5.66384315
30.32504,284,271.865518,12.1344823
30.33535,281,272.078935,8.92106481
30.34565,244,272.303048,-28.3030483
30.35596,308,272.537597,35.4624033
30.36627,262,272.781788,-10.781788
30.37658,275,273.035145,1.96485525
30.38689,276,273.297281,2.70271945
30.39719,257,273.567623,-16.5676227
30.4075,240,273.84646,-33.8464601
30.41781,291,274.13336,16.8666397
30.42812,249,274.428203,-25.4282031
30.43843,260,274.730915,-14.7309153
30.44873,264,275.04116,-11.0411604
30.45904,223,275.359545,-52.3595446
30.46935,277,275.685807,1.31419308
30.47966,275,276.020011,-1.02001146
30.48996,259,276.361912,-17.361912
30.50027,255,276.712284,-21.7122839
30.51058,263,277.070932,-14.070932
30.52089,282,277.438008,4.5619916
30.5312,259,277.813683,-18.8136829
30.5415,248,278.197766,-30.1977659
30.55181,296,278.591206,17.4087938
30.56212,257,278.993856,-21.9938562
30.57243,280,279.405953,0.594047416
30.58274,279,279.827749,-0.827749136
30.59304,276,280.259093,-4.25909318
30.60335,235,280.70111,-45.70111
30.61366,276,281.153693,-5.15369295
30.62397,268,281.617168,-13.6171685
30.63428,262,282.091884,-20.0918835
30.64458,279,282.57773,-3.57773003
30.65489,298,283.076043,14.9239573
30.6652,285,283.580261,1.4197391
30.67551,302,284.057725,17.9422752
30.68581,242,284.594443,-42.5944431
30.69612,286,285.145513,0.85448731
30.70643,245,285.710958,-40.7109581
30.71674,259,286.291354,-27.2913542
30.72705,281,286.887315,-5.88731519
30.73735,271,287.498896,-16.4988959
30.74766,301,288.127984,12.8720163
30.75797,268,288.774743,-20.7747428
30.76828,291,289.439974,1.56002577
30.77859,310,290.124534,19.8754662
30.78889,274,290.828642,-16.8286423
30.7992,285,291.55464,-6.55464031
30.80951,305,292.302896,12.6971044
30.81982,277,293.074518,-16.0745176
30.83013,291,293.870689,-2.87068858
30.84043,305,294.691859,10.3081414
30.85074,300,295.54096,4.45903982
30.86105,329,296.418637,32.5813629
30.87136,340,297.326409,42.6735909
30.88166,309,298.26497,10.7350304
30.89197,315,299.237865,15.7621353
30.90228,313,300.246045,12.7539547
30.91259,298,301.291488,-3.2914882
30.9229,343,302.376317,40.6236829
30.9332,302,303.501709,-1.50170944
30.94351,339,304.672324,34.3276765
30.95382,296,305.889781,-9.88978067
30.96413,293,307.157017,-14.1570171
30.97444,298,308.47725,-10.4772497
30.98474,313,309.852644,3.14735637
30.99505,291,312.189441,-21.1894409
31.00536,311,313.695631,-2.6956311
31.01567,318,315.271358,2.72864227
31.02598,296,316.921945,-20.9219446
31.03628,312,318.651615,-6.65161502
31.04659,271,320.470386,-49.4703857
31.0569,326,322.414905,3.58509481
31.06721,332,324.761324,7.2386762
31.07752,319,326.893026,-7.8930264
31.08782,351,329.146143,21.8538569
31.09813,333,331.537263,1.46273741
31.10844,324,334.078141,-10.0781413
31.11875,361,336.784585,24.2154147
31.12905,356,339.671711,16.3282888
31.13936,349,342.765687,6.23431267
31.14967,321,346.087308,-25.087308
31.15998,349,349.663479,-0.663479035
31.17029,322,353.52504,-31.5250401
31.18059,352,357.703173,-5.70317306
31.1909,364,362.246752,1.75324839
31.20121,345,367.198985,-22.1989849
31.21152,347,372.614589,-25.6145889
31.22183,333,378.557549,-45.5575489
31.23213,337,385.096764,-48.096764
31.24244,364,392.335561,-28.335561
31.25275,348,400.379283,-52.3792826
31.26306,355,409.37024,-54.37024
31.27337,397,419.501024,-22.5010239
31.28367,404,431.039928,-27.0399276
31.29398,394,444.447596,-50.447596
31.30429,438,460.432838,-22.4328384
31.3146,444,480.189092,-36.1890915
31.3249,475,505.617339,-30.6173388
31.33521,566,539.715388,26.2846118
31.34552,619,586.622226,32.3777737
31.35583,708,651.621282,56.3787183
31.36614,944,740.5463,203.4537
31.37644,1045,858.44643,186.55357
31.38675,1169,1008.22596,160.774037
31.39706,1374,1187.5109,186.489104
31.40737,1420,1385.42101,34.5789853
31.41768,1409,1579.04713,-170.047129
31.42798,1464,1734.15377,-270.153765
31.43829,1458,1817.5423,-359.542305
31.4486,1608,1814.41084,-206.410838
31.45891,1775,1738.51103,36.488967
31.46922,1753,1623.39389,129.60611
31.47952,1675,1502.41283,172.587171
31.48983,1618,1394.76947,223.230529
31.50014,1481,1305.12431,175.875692
31.51045,1224,1227.8621,-3.86210081
31.52075,1124,1153.57903,-29.5790297
31.53106,1003,1074.70881,-71.7088107
31.54137,884,989.266561,-105.266561
31.55168,964,900.106674,63.8933261
31.56199,909,812.125482,96.8745182
31.57229,773,729.769867,43.2301335
31.5826,699,655.73295,43.2670496
31.59291,593,591.494942,1.50505832
31.60322,503,537.333468,-34.3334677
31.61353,458,492.726153,-34.7261533
31.62383,411,456.659667,-45.6596666
31.63414,384,427.749766,-43.7497658
31.64445,404,404.663411,-0.663411329
31.65476,410,386.130111,23.8698893
31.66507,408,371.072567,36.9274334
31.67537,392,358.64947,33.3505296
31.68568,370,348.198362,21.8016385
31.69599,375,339.271922,35.7280784
31.7063,423,331.545532,91.4544681
31.7166,371,324.797185,46.2028152
31.72691,366,318.850792,47.1492076
31.73722,409,313.592697,95.4073033
31.74753,411,308.929787,102.070213
31.75784,436,304.787127,131.212873
31.76814,419,301.105683,117.894317
31.77845,367,297.825108,69.1748922
31.78876,427,294.903045,132.096955
31.79907,403,292.299132,110.700868
31.80938,404,289.977864,114.022136
31.81968,388,287.909795,100.090205
31.82999,391,286.063209,104.936791
31.8403,328,284.415676,43.5843236
31.85061,355,282.945459,72.0545405
31.86092,368,281.633403,86.3665971
31.87122,358,280.464716,77.5352841
31.88153,378,279.576654,98.4233464
31.89184,374,279.382884,94.6171158
31.90215,368,278.550712,89.4492882
31.91246,360,277.807442,82.1925577
31.92276,338,277.144242,60.8557585
31.93307,368,276.551488,91.4485123
31.94338,345,276.022507,68.9774933
31.95369,346,275.798101,70.201899
31.96399,371,275.491965,95.5080353
31.9743,365,275.120618,89.8793819
31.98461,371,274.791545,96.2084554
31.99492,394,274.500919,119.499081
32.00523,430,274.245399,155.754601
32.01553,352,274.022264,77.9777361
32.02584,413,273.828529,139.171471
32.03615,367,273.662195,93.3378049
32.04646,360,273.521309,86.4786907
32.05677,344,273.404162,70.5958378
32.06707,362,273.309336,88.6906636
32.07738,339,273.235331,65.7646687
32.08769,373,273.181091,99.8189094
32.098,362,273.145592,88.8544077
32.10831,356,273.127934,82.872066
32.11861,303,273.12731,29.8726898
32.12892,302,273.143013,28.856987
32.13923,344,273.174425,70.825575
32.14954,348,273.220991,74.7790088
32.15984,341,273.282154,67.7178461
32.17015,308,273.357598,34.6424024
32.18046,313,273.446888,39.5531125
32.19077,306,273.549688,32.4503119
32.20108,276,273.665707,2.33429304
32.21138,326,273.794561,52.2054393
32.22169,309,273.936284,35.0637156
32.232,284,274.09058,9.90942041
32.24231,274,274.2573,-0.257300285
32.25262,319,274.436333,44.5636674
32.26292,304,274.627403,29.3725971
32.27323,266,274.83083,-8.83083048
32.28354,295,275.046416,19.9535844
32.29385,295,275.274169,19.7258307
32.30416,281,275.514135,5.48586478
32.31446,284,275.766141,8.23385941
32.32477,272,276.030788,-4.03078774
32.33508,291,276.30799,14.6920097
32.34539,291,276.597942,14.402058
32.35569,292,276.900582,15.0994184
32.366,285,277.216784,7.78321609
32.37631,260,277.546602,-17.5466022
32.38662,253,277.890434,-24.8904338
32.39693,289,278.248737,10.7512635
32.40723,297,278.621662,18.3783376
32.41754,326,279.010522,46.9894782
32.42785,288,279.415614,8.58438598
32.43816,317,279.837659,37.1623406
32.44847,276,280.277442,-4.27744248
32.45877,315,280.735354,34.2646458
32.46908,287,281.213181,5.78681864
32.47939,324,281.711433,42.2885673
32.4897,268,282.231087,-14.2310868
32.50001,336,282.773144,53.2268559
32.51031,283,283.338053,-0.338053181
32.52062,258,283.927916,-25.9279161
32.53093,313,284.543128,28.4568725
32.54124,298,285.184662,12.8153378
32.55154,254,285.852771,-31.852771
32.56185,294,286.549646,7.4503542
32.57216,259,287.275635,-28.2756351
32.58247,261,288.031118,-27.0311176
32.59278,290,288.817272,1.18272819
32.60308,289,289.634201,-0.634200715
32.61339,273,290.484464,-17.4844636
32.6237,276,291.368343,-15.3683432
32.63401,316,292.28701,23.7129896
32.64432,281,293.241775,-12.2417747
32.65462,290,294.233135,-4.2331353
32.66493,286,295.26471,-9.2647104
32.67524,277,296.337559,-19.3375587
32.68555,270,297.454759,-27.4547595
32.69586,303,298.615452,4.38454764
32.70616,280,299.823149,-19.8231493
32.71647,306,301.083449,4.91655116
32.72678,298,302.39876,-4.39875963
32.73709,311,303.773096,7.2269039
32.7474,303,305.211012,-2.21101163
32.7577,314,306.715935,7.28406534
32.76801,282,308.296231,-26.2962308
32.77832,271,309.956574,-38.9565741
32.78863,285,311.703403,-26.7034033
32.79893,270,313.541652,-43.541652
32.80924,316,315.481817,0.518182569
32.81955,309,317.529038,-8.52903814
32.82986,307,319.689836,-12.6898356
32.84017,333,321.969999,11.0300008
32.85047,314,324.371739,-10.3717386
32.86078,306,326.902607,-20.9026065
32.87109,338,329.560929,8.43907121
32.8814,288,332.344391,-44.344391
32.89171,320,335.247147,-15.2471473
32.90201,292,338.256267,-46.2562673
32.91232,325,341.363022,-16.3630216
32.92263,334,344.544959,-10.5449589
32.93294,315,347.77728,-32.7772804
32.94325,357,351.029963,5.97003701
32.95355,363,354.264875,8.73512532
32.96386,318,357.44879,-39.44879
32.97417,377,360.535291,16.4647095
32.98448,304,363.478419,-59.4784195
32.99478,333,366.228416,-33.2284156
33.00509,363,368.744058,-5.74405838
33.0154,399,370.979758,28.0202423
33.02571,374,372.889716,1.11028417
33.03602,336,374.447978,-38.4479784
33.04632,322,375.636445,-53.6364445
33.05663,330,376.455952,-46.4559521
33.06694,372,376.922554,-4.92255436
33.07725,370,377.073197,-7.07319683
33.08756,347,376.962808,-29.9628075
33.09786,385,376.660937,8.33906315
33.10817,348,376.245368,-28.2453681
33.11848,358,375.799319,-17.7993189
33.12879,376,375.406541,0.593458933
33.1391,376,375.149301,0.850699242
33.1494,418,375.107372,42.8926282
33.15971,376,375.357918,0.642081682
33.17002,396,375.976406,20.0235941
33.18033,374,377.036676,-3.03667604
33.19063,402,378.610154,23.389846
33.20094,439,380.773356,58.2266436
33.21125,399,383.600466,15.3995337
33.22156,425,387.170724,37.8292761
