'y-axis saved as y
'x,216-1hr_Gd-Ru-Ge.xy,Ycalc,Diff
45.39519,346,375.544441,-29.5444411
45.4055,317,364.106623,-47.1066229
45.41581,315,354.268787,-39.2687868
45.42611,312,345.831467,-33.8314667
45.43642,315,338.574936,-23.5749361
45.44673,272,332.309833,-60.3098327
45.45704,306,326.860621,-20.8606205
45.46735,276,322.078908,-46.0789076
45.47765,336,317.847668,18.152332
45.48796,299,314.062876,-15.0628757
45.49827,301,310.654151,-9.65415082
45.50858,283,307.565808,-24.5658078
45.51888,273,304.754221,-31.7542206
45.52919,261,302.174051,-41.1740506
45.5395,288,299.802787,-11.8027867
45.54981,276,297.724771,-21.7247707
45.56012,277,295.731281,-18.7312806
45.57042,304,293.861823,10.1381773
45.58073,273,292.124444,-19.1244441
45.59104,242,290.508176,-48.5081759
45.60135,258,289.001673,-31.0016735
45.61166,271,287.594874,-16.5948742
45.62196,254,286.280056,-32.2800562
45.63227,301,285.046669,15.9533315
45.64258,241,283.888879,-42.8888785
45.65289,250,282.800298,-32.8002983
45.6632,252,281.775037,-29.7750371
45.6735,276,280.808912,-4.80891243
45.68381,267,279.895388,-12.8953879
45.69412,230,279.031234,-49.0312337
45.70443,268,278.212666,-10.2126662
45.71473,260,277.437006,-17.4370064
45.72504,253,276.699663,-23.6996627
45.73535,291,275.99862,15.0013801
45.74566,225,275.331352,-50.3313522
45.75597,264,274.69557,-10.6955696
45.76627,268,274.089769,-6.08976881
45.77658,281,273.510882,7.48911791
45.78689,245,272.957792,-27.9577918
45.7972,239,272.428929,-33.4289286
45.80751,245,271.922859,-26.9228593
45.81781,259,271.438735,-12.4387347
45.82812,235,270.974414,-35.9744139
45.83843,240,270.529278,-30.5292784
45.84874,230,270.10232,-40.1023198
45.85905,222,269.692612,-47.6926121
45.86935,257,269.29968,-12.2996801
45.87966,236,268.921198,-32.9211977
45.88997,230,268.558407,-38.5584067
45.90028,246,268.209865,-22.2098647
45.91059,219,267.874971,-48.874971
45.92089,239,267.553484,-28.5534835
45.9312,246,267.244277,-21.2442773
45.94151,280,266.947218,13.0527821
45.95182,237,266.661895,-29.6618953
45.96212,244,266.388203,-22.3882028
45.97243,234,266.125283,-32.125283
45.98274,238,265.873146,-27.8731458
45.99305,246,265.631447,-19.6314472
46.00336,257,265.399966,-8.39996563
46.01366,241,265.178762,-24.1787622
46.02397,241,264.967254,-23.9672539
46.03428,236,264.765619,-28.7656188
46.04459,218,264.573423,-46.5734231
46.0549,243,264.390751,-21.3907506
46.0652,231,264.217712,-33.2177116
46.07551,233,264.053915,-31.0539153
46.08582,216,263.899495,-47.8994951
46.09613,229,263.754424,-34.7544238
46.10644,228,263.618684,-35.6186837
46.11674,239,263.492381,-24.4923812
46.12705,258,263.375262,-5.37526199
46.13736,246,263.267445,-17.2674446
46.14767,243,263.168917,-20.168917
46.15797,260,263.079744,-3.07974381
46.16828,249,262.999726,-13.9997261
46.17859,277,262.928919,14.0710809
46.1889,247,262.867276,-15.8672756
46.19921,302,262.814736,39.185264
46.20951,291,262.771266,28.2287341
46.21982,278,262.736697,15.2633032
46.23013,314,262.710979,51.2890211
46.24044,289,262.694005,26.3059948
46.25075,253,262.685659,-9.68565874
46.26105,295,262.685809,32.3141907
46.27136,271,262.694323,8.3056769
46.28167,257,262.711061,-5.71106116
46.29198,255,262.73587,-7.73587037
46.30229,271,262.768581,8.2314193
46.31259,249,262.808937,-13.8089374
46.3229,288,262.856596,25.1434036
46.33321,280,262.911525,17.0884754
46.34352,279,262.975506,16.0244937
46.35382,296,263.046743,32.9532574
46.36413,252,263.125248,-11.1252484
46.37444,284,263.210841,20.7891592
46.38475,264,263.303411,0.696589463
46.39506,278,263.402859,14.5971406
46.40536,255,263.509006,-8.50900573
46.41567,274,263.62201,10.3779897
46.42598,240,263.741428,-23.741428
46.43629,263,263.867374,-0.867373743
46.4466,277,263.999787,13.0002129
46.4569,253,264.13848,-11.1384796
46.46721,250,264.28368,-14.28368
46.47752,247,264.435226,-17.4352265
46.48783,290,264.593101,25.4068993
46.49814,297,264.757305,32.2426951
46.50844,248,264.929158,-16.9291585
46.51875,270,265.12402,4.87598021
46.52906,245,265.307211,-20.3072105
46.53937,245,265.49676,-20.4967604
46.54967,263,265.692513,-2.69251279
46.55998,255,265.894895,-10.8948947
46.57029,269,266.103775,2.8962246
46.5806,255,266.319221,-11.3192209
46.59091,240,266.541307,-26.5413071
46.60121,258,266.769895,-8.76989466
46.61152,261,267.005524,-6.00552368
46.62183,255,267.2473,-12.2472996
46.63214,262,267.502392,-5.50239238
46.64245,242,267.7592,-25.7591997
46.65275,267,268.023059,-1.02305941
46.66306,282,268.294634,13.7053657
46.67337,279,268.70803,10.2919698
46.68368,231,268.995675,-37.995675
46.69399,270,269.29131,0.708690029
46.70429,243,269.594837,-26.5948368
46.7146,250,269.90706,-19.90706
46.72491,248,270.227918,-22.2279182
46.73522,270,270.557657,-0.557656863
46.74553,256,270.896539,-14.8965385
46.75583,263,271.244501,-8.24450102
46.76614,244,271.602522,-27.6025217
46.77645,293,271.970592,21.0294076
46.78676,284,272.349096,11.6509045
46.79706,300,272.737899,27.2621009
46.80737,306,273.13816,32.8618396
46.81768,302,273.549972,28.4500281
46.82799,330,273.973783,56.0262171
46.8383,304,274.410077,29.5899235
46.8486,315,274.85893,40.1410702
46.85891,328,275.321776,52.6782242
46.86922,316,275.79879,40.2012098
46.87953,315,276.290628,38.7093717
46.88984,362,276.798,85.2020001
46.90014,335,277.321159,57.6788411
46.91045,322,277.86196,44.1380401
46.92076,333,278.420814,54.5791861
46.93107,335,278.998714,56.0012861
46.94138,319,279.596743,39.4032571
46.95168,313,280.215469,32.7845311
46.96199,320,280.857382,39.1426178
46.9723,318,281.523294,36.4767055
46.98261,287,282.214733,4.78526714
46.99291,316,282.932645,33.067355
47.00322,334,283.680229,50.3197706
47.01353,282,284.458788,-2.45878757
47.02384,276,285.270268,-9.27026833
47.03415,270,286.116896,-16.1168957
47.04445,287,287.000224,-0.000224334034
47.05476,269,287.924466,-18.9244664
47.06507,289,288.891387,0.108612626
47.07538,296,289.903683,6.09631731
47.08569,276,290.964104,-14.9641038
47.09599,287,292.074309,-5.07430948
47.1063,283,293.239187,-10.2391866
47.11661,255,294.460303,-39.4603032
47.12692,287,295.740105,-8.7401047
47.13723,269,297.080769,-28.080769
47.14753,243,298.482711,-55.4827108
47.15784,277,299.949992,-22.9499917
47.16815,266,301.48201,-35.4820099
47.17846,259,303.078769,-44.0787694
47.18876,286,304.737765,-18.7377651
47.19907,288,306.460368,-18.4603677
47.20938,289,308.241997,-19.2419972
47.21969,280,310.078391,-30.0783909
47.23,288,311.963899,-23.9638991
47.2403,301,313.88949,-12.8894904
47.25061,323,315.850195,7.14980469
47.26092,332,317.833799,14.1662005
47.27123,344,319.828265,24.1717352
47.28154,368,321.819873,46.1801274
47.29184,358,323.791356,34.2086443
47.30215,360,325.729599,34.2704014
47.31246,367,327.614243,39.3857574
47.32277,386,329.425515,56.5744848
47.33308,345,331.142491,13.8575088
47.34338,288,332.741843,-44.7418428
47.35369,298,334.204189,-36.2041889
47.364,346,335.505138,10.4948617
47.37431,338,336.622019,1.3779814
47.38461,323,337.532008,-14.5320077
47.39492,314,338.215999,-24.2159992
47.40523,312,338.65405,-26.65405
47.41554,329,338.829856,-9.82985563
47.42585,341,338.730604,2.26939605
47.43615,310,338.348321,-28.3483215
47.44646,324,337.678741,-13.6787413
47.45677,315,336.724146,-21.7241457
47.46708,322,335.492271,-13.4922707
47.47739,328,333.996369,-5.99636885
47.48769,294,332.256447,-38.2564473
47.498,297,330.291302,-33.2913024
47.50831,291,328.127682,-37.127682
47.51862,312,325.792516,-13.7925165
47.52893,314,323.313429,-9.31342886
47.53923,321,320.714931,0.285068919
47.54954,338,317.874959,20.1250409
47.55985,347,315.12558,31.8744205
47.57016,348,312.33508,35.6649199
47.58047,342,309.525414,32.4745863
47.59077,346,306.719507,39.2804927
47.60108,306,303.93034,2.06965993
47.61139,294,301.17715,-7.17715003
47.6217,268,298.475043,-30.475043
47.632,280,295.841855,-15.841855
47.64231,280,293.282346,-13.2823462
47.65262,297,290.808825,6.19117482
47.66293,293,288.429228,4.57077193
47.67324,325,286.14974,38.8502602
47.68354,343,283.976912,59.0230883
47.69385,328,281.909459,46.0905409
47.70416,300,279.951007,20.0489931
47.71447,322,278.10173,43.8982702
47.72478,294,276.360674,17.6393264
47.73508,298,274.727455,23.2725453
47.74539,330,273.196225,56.8037755
47.7557,267,271.765294,-4.76529447
47.76601,275,270.430874,4.56912587
47.77632,287,269.209218,17.7907816
47.78662,271,268.059248,2.94075239
47.79693,285,266.988794,18.0112056
47.80724,271,265.997375,5.00262498
47.81755,272,265.080488,6.91951218
47.82785,298,264.234485,33.7655148
47.83816,259,263.453414,-4.45341419
47.84847,302,262.733934,39.2660659
47.85878,318,262.072007,55.9279927
47.86909,297,261.46376,35.5362401
47.87939,282,260.906003,21.0939972
47.8897,281,260.394132,20.6058681
47.90001,304,259.925349,44.0746509
47.91032,319,259.496465,59.5035346
47.92063,294,259.10446,34.8955404
47.93093,298,258.746803,39.2531967
47.94124,297,258.420112,38.5798877
47.95155,327,258.122207,68.877793
47.96186,279,257.8507,21.1493003
47.97217,284,257.603353,26.3966473
47.98247,308,257.378281,50.6217189
47.99278,302,257.173103,44.8268966
48.00309,334,256.986237,77.0137627
48.0134,319,256.816012,62.1839881
48.0237,322,256.661047,65.3389528
48.03401,333,256.519737,76.4802634
48.04432,313,256.390431,56.6095689
48.05463,327,256.272269,70.7277314
48.06494,311,256.164166,54.8358342
48.07524,301,256.065234,44.9347663
48.08555,277,255.974399,21.0256011
48.09586,317,255.890968,61.1090318
48.10617,281,255.814234,25.1857663
48.11648,318,255.743566,62.2564339
48.12678,300,255.678469,44.321531
48.13709,271,255.618327,15.3816728
48.1474,318,255.562777,62.4372228
48.15771,283,255.511446,27.4885536
48.16802,300,255.464013,44.5359871
48.17832,308,255.420242,52.5797582
48.18863,324,255.379816,68.6201844
48.19894,301,255.342583,45.6574171
48.20925,317,255.308383,61.6916165
48.21955,288,255.277117,32.7228825
48.22986,324,255.248625,68.7513746
48.24017,281,255.222868,25.777132
48.25048,304,255.199806,48.8001941
48.26079,315,255.179361,59.8206391
48.27109,274,255.161574,18.8384256
48.2814,301,255.146423,45.8535765
48.29171,315,255.133993,59.8660068
48.30202,303,254.96383,48.0361699
48.31233,300,254.957585,45.042415
48.32263,290,254.954201,35.0457992
48.33294,279,254.95376,24.0462399
48.34325,260,254.956368,5.04363173
48.35356,252,254.962138,-2.96213794
48.36387,299,254.971192,44.0288077
48.37417,305,254.98365,50.0163498
48.38448,295,254.999678,40.0003224
48.39479,278,255.019413,22.9805873
48.4051,249,255.043011,-6.04301059
48.41541,251,255.070631,-4.07063137
48.42571,256,255.102405,0.897594527
48.43602,265,255.138561,9.86143886
48.44633,277,255.179236,21.8207645
48.45664,289,255.224594,33.7754061
48.46694,287,255.274747,31.7252527
48.47725,260,255.329952,4.6700479
48.48756,300,255.390314,44.6096861
48.49787,265,255.455978,9.54402197
48.50818,250,255.527082,-5.52708167
48.51848,271,255.603678,15.3963224
48.52879,286,255.686053,30.3139473
48.5391,320,255.774218,64.2257823
48.54941,276,255.868128,20.1318722
48.55972,271,255.967975,15.0320246
48.57002,303,256.073721,46.9262793
48.58033,286,256.185626,29.8143739
48.59064,314,256.303639,57.6963611
48.60095,291,256.427813,34.5721869
48.61126,303,256.558129,46.4418709
48.62156,276,256.694469,19.3055312
48.63187,272,256.837137,15.1628627
48.64218,266,256.986015,9.01398511
48.65249,312,257.141109,54.8588914
48.66279,258,257.302263,0.697736826
48.6731,297,257.469797,39.5302035
48.68341,298,257.643559,40.3564414
48.69372,262,257.823555,4.1764453
48.70403,286,258.009793,27.9902074
48.71433,277,258.202093,18.7979068
48.72464,240,258.400847,-18.4008469
48.73495,258,258.605891,-0.605890777
48.74526,253,258.817253,-5.81725267
48.75557,283,259.034968,23.965032
48.76587,270,259.258859,10.7411407
48.77618,268,259.489415,8.51058471
48.78649,243,259.726484,-16.7264837
48.7968,262,259.970137,2.02986334
48.80711,254,260.220448,-6.22044793
48.81741,216,260.477301,-44.4773014
48.82772,249,260.741291,-11.7412911
48.83803,236,261.012289,-25.012289
48.84834,265,261.290435,3.70956511
48.85864,258,261.575603,-3.57560294
48.86895,199,261.86852,-62.8685198
48.87926,248,262.169101,-14.1691006
48.88957,261,262.477553,-1.47755302
48.89988,247,262.794104,-15.7941042
48.91018,230,263.118682,-33.1186823
48.92049,243,263.452189,-20.4521894
48.9308,247,263.795099,-16.7950993
48.94111,220,263.902703,-43.9027027
48.95142,251,264.265226,-13.2652263
48.96172,239,264.660613,-25.6606129
48.97203,259,265.043546,-6.04354643
48.98234,226,265.437293,-39.4372926
48.99265,274,265.842341,8.15765932
49.00296,236,266.259225,-30.2592247
49.01326,273,266.688105,6.31189504
49.02357,251,267.130459,-16.1304588
49.03388,272,267.586627,4.41337294
49.04419,243,268.059331,-25.0593306
49.0545,271,268.545228,2.45477164
49.0648,226,269.046894,-43.046894
49.07511,239,269.566321,-30.5663214
49.08542,251,270.104157,-19.1041568
49.09573,244,270.66165,-26.6616498
49.10603,242,271.239617,-29.2396168
49.11634,240,271.840732,-31.8407323
49.12665,268,272.466179,-4.4661786
49.13696,273,273.117902,-0.117902353
49.14727,260,273.79734,-13.7973399
49.15757,279,274.507776,4.49222365
49.16788,235,275.252643,-40.2526434
49.17819,280,276.034464,3.96553555
49.1885,251,276.85687,-25.85687
49.19881,266,277.710644,-11.7106444
49.20911,282,278.620712,3.37928829
49.21942,240,279.593017,-39.5930167
49.22973,275,280.627252,-5.62725194
49.24004,268,281.731226,-13.7312259
49.25035,272,282.914273,-10.9142726
49.26065,267,284.186445,-17.1864449
49.27096,281,285.564293,-4.56429308
49.28127,280,287.064626,-7.0646255
49.29158,297,288.711228,8.28877168
49.30188,279,290.534708,-11.5347084
49.31219,291,292.583632,-1.5836318
49.3225,272,294.92039,-22.9203904
49.33281,299,297.634488,1.36551194
49.34312,334,300.848153,33.1518474
49.35342,278,304.717462,-26.7174615
49.36373,310,309.44843,0.551570049
49.37404,300,315.267196,-15.2671957
49.38435,309,322.415357,-13.4153567
49.39466,324,331.112372,-7.11237238
49.40496,338,341.485929,-3.48592876
49.41527,349,353.508078,-4.50807835
49.42558,347,366.743787,-19.7437871
49.43589,355,380.10481,-25.1048102
49.4462,346,391.641157,-45.6411573
49.4565,382,398.927575,-16.927575
49.46681,356,400.383379,-44.3833794
49.47712,362,396.449193,-34.4491934
49.48743,355,389.290822,-34.2908225
49.49773,360,381.341046,-21.3410458
49.50804,345,374.274581,-29.2745812
49.51835,350,368.948846,-18.9488455
49.52866,364,365.63272,-1.63271983
49.53897,360,364.250493,-4.25049336
49.54927,392,364.504147,27.4958533
49.55958,355,365.91806,-10.9180601
49.56989,404,367.851178,36.1488218
49.5802,433,369.548528,63.4514719
49.59051,476,370.292767,105.707233
49.60081,482,369.634933,112.365067
49.61112,534,367.547047,166.452953
49.62143,490,364.367264,125.632736
49.63174,477,360.578564,116.421436
49.64205,473,356.606276,116.393724
49.65235,391,352.736715,38.2632847
49.66266,383,349.109883,33.8901166
49.67297,382,345.782887,36.2171128
49.68328,341,342.752682,-1.75268244
49.69358,339,339.988706,-0.988705867
49.70389,336,337.387188,-1.38718774
49.7142,357,334.81084,22.1891601
49.72451,343,332.544316,10.4556838
49.73482,348,330.351885,17.648115
49.74512,407,328.201079,78.7989207
49.75543,350,326.062185,23.9378149
49.76574,335,323.920339,11.0796608
49.77605,348,321.7662,26.2337996
49.78636,312,319.596643,-7.59664336
49.79666,313,317.415396,-4.41539578
49.80697,281,315.223209,-34.2232086
49.81728,284,313.029383,-29.0293831
49.82759,281,310.842441,-29.8424411
49.8379,316,308.671569,7.32843089
49.8482,264,306.528216,-42.5282161
49.85851,233,304.417462,-71.4174619
49.86882,285,302.350294,-17.3502938
49.87913,258,300.335082,-42.3350816
49.88944,278,298.37955,-20.3795504
49.89974,262,296.492494,-34.4924935
49.91005,272,294.676413,-22.6764134
49.92036,270,292.937755,-22.9377549
49.93067,284,291.282491,-7.28249123
49.94097,263,289.714926,-26.7149262
49.95128,260,288.234712,-28.2347116
49.96159,256,286.845284,-30.8452836
49.9719,258,285.528295,-27.5282947
49.98221,255,284.323289,-29.3232885
49.99251,248,283.211498,-35.2114976
50.00282,252,282.190012,-30.1900124
50.01313,282,281.258783,0.74121732
50.02344,276,280.416258,-4.41625807
50.03375,247,279.660604,-32.6606044
50.04405,259,278.990398,-19.9903979
50.05436,262,278.402144,-16.4021442
50.06467,257,277.894291,-20.8942906
50.07498,236,277.464567,-41.4645669
50.08529,279,277.110734,1.88926637
50.09559,271,276.830867,-5.83086702
50.1059,257,276.622354,-19.6223536
50.11621,276,276.483586,-0.483585937
50.12652,248,276.412805,-28.4128055
50.13682,240,276.408415,-36.408415
50.14713,300,276.469024,23.5309763
50.15744,250,276.593518,-26.5935181
50.16775,267,276.780975,-9.78097487
50.17806,266,277.030717,-11.0307171
50.18836,266,277.341999,-11.3419991
50.19867,276,277.715275,-1.71527485
50.20898,265,278.18185,-13.18185
50.21929,264,278.679435,-14.6794351
50.2296,243,279.24013,-36.2401298
50.2399,263,279.981499,-16.9814992
50.25021,267,280.67254,-13.6725396
50.26052,273,281.433362,-8.43336155
50.27083,265,282.262158,-17.2621584
50.28114,301,283.163788,17.8362119
50.29144,274,284.140687,-10.1406872
50.30175,275,285.198725,-10.1987246
50.31206,296,286.341671,9.65832912
50.32237,321,287.574533,33.4254673
50.33267,317,288.902334,28.0976664
50.34298,301,290.334714,10.6652856
50.35329,279,291.878558,-12.8785581
50.3636,292,293.543187,-1.54318665
50.37391,317,295.339331,21.6606692
50.38421,305,297.277387,7.72261311
50.39452,298,299.37531,-1.37530964
50.40483,340,301.647755,38.3522448
50.41514,289,304.113859,-15.1138591
50.42545,321,306.795988,14.2040118
50.43575,337,309.717521,27.2824787
50.44606,326,312.915428,13.0845723
50.45637,321,316.424783,4.57521671
50.46668,344,320.292033,23.7079667
50.47699,299,324.575642,-25.5756416
50.48729,351,329.346341,21.6536591
50.4976,353,334.713722,18.2862777
50.50791,340,340.809557,-0.809557247
50.51822,364,347.819374,16.1806259
50.52852,381,355.987257,25.0127431
50.53883,408,365.664229,42.3357707
50.54914,386,377.273406,8.72659361
50.55945,421,391.340992,29.6590075
50.56976,407,408.471903,-1.47190286
50.58006,433,429.285665,3.7143355
50.59037,503,454.423824,48.5761761
50.60068,516,484.297513,31.7024868
50.61099,500,518.924325,-18.9243249
50.6213,564,557.486854,6.51314588
50.6316,552,597.682244,-45.682244
50.64191,613,635.458734,-22.4587339
50.65222,600,665.560974,-65.5609737
50.66253,650,684.423623,-34.4236231
50.67284,651,693.109241,-42.1092414
50.68314,682,697.264558,-15.2645575
50.69345,734,704.1823,29.8177002
50.70376,813,720.262395,92.7376054
50.71407,831,750.472638,80.527362
50.72438,929,798.835282,130.164718
50.73468,1003,868.80145,134.19855
50.74499,1044,963.559013,80.4409867
50.7553,1097,1085.16665,11.8333506
50.76561,1168,1233.9743,-65.9742975
50.77591,1320,1407.36759,-87.3675855
50.78622,1457,1599.16912,-142.169123
50.79653,1660,1796.09343,-136.093432
50.80684,1901,1974.4608,-73.4607977
50.81715,2013,2099.52641,-86.5264135
50.82745,2172,2137.41965,34.5803509
50.83776,2343,2077.33798,265.662024
50.84807,2114,1941.41359,172.586413
50.85838,1910,1769.83827,140.161728
50.86869,1668,1598.72677,69.2732285
50.87899,1362,1450.51231,-88.5123122
50.8893,1358,1334.87147,23.1285284
50.89961,1217,1253.9984,-36.9984022
50.90992,1171,1205.24569,-34.2456871
50.92023,1111,1182.92388,-71.9238819
50.93053,1133,1178.89746,-45.8974637
50.94084,1256,1182.8223,73.1776998
50.95115,1135,1182.93984,-47.9398402
50.96146,1288,1168.34884,119.651162
50.97176,1273,1132.50616,140.493845
50.98207,1176,1075.36316,100.636843
50.99238,1093,1002.65482,90.3451791
51.00269,854,922.399031,-68.399031
51.013,778,841.759629,-63.7596292
51.0233,730,765.708831,-35.7088309
51.03361,603,696.785715,-93.785715
51.04392,613,636.151663,-23.1516631
51.05423,516,583.895662,-67.8956622
51.06454,454,539.541428,-85.5414276
51.07484,470,502.34779,-32.3477903
51.08515,407,471.339676,-64.339676
51.09546,405,445.624922,-40.6249221
51.10577,364,424.314775,-60.3147754
51.11608,402,406.605878,-4.60587766
51.12638,376,391.816317,-15.8163169
51.13669,348,379.338997,-31.3389973
51.147,364,368.720983,-4.72098314
51.15731,365,359.592728,5.40727204
51.16761,366,351.752011,14.247989
51.17792,350,344.809434,5.19056607
51.18823,340,338.681363,1.31863739
51.19854,333,333.237687,-0.237687311
51.20885,326,328.376893,-2.37689319
51.21915,325,324.022456,0.97754392
51.22946,325,320.101084,4.89891589
51.23977,329,316.563831,12.4361691
51.25008,317,313.366204,3.63379555
51.26039,330,310.470659,19.5293409
51.27069,350,307.847785,42.1522152
51.281,300,305.464853,-5.46485278
51.29131,294,303.300332,-9.30033235
51.30162,301,301.333891,-0.333891055
51.31193,300,299.547529,0.452470939
51.32223,334,297.927001,36.0729994
51.33254,298,296.455415,1.54458469
51.34285,319,295.12258,23.8774198
51.35316,315,293.917321,21.0826788
51.36346,335,292.831534,42.1684658
51.37377,313,291.854885,21.1451145
51.38408,316,290.981202,25.0187983
51.39439,342,290.20408,51.7959199
51.4047,290,289.517849,0.482151416
51.415,284,288.918059,-4.9180588
51.42531,307,288.399122,18.6008784
51.43562,304,287.957771,16.0422293
51.44593,297,287.590555,9.40944534
51.45624,310,287.29441,22.7055902
51.46654,297,287.098244,9.90175588
51.47685,360,286.936411,73.0635894
51.48716,309,286.839473,22.1605274
51.49747,272,286.918531,-14.9185313
51.50778,337,286.941962,50.0580377
51.51808,283,287.02307,-4.02306977
51.52839,285,287.160174,-2.16017416
51.5387,288,287.351389,0.648611438
51.54901,341,287.594811,53.4051889
51.55932,296,287.888436,8.11156432
51.56962,293,288.229759,4.77024073
51.57993,310,288.617095,21.3829047
51.59024,303,289.047571,13.9524288
51.60055,259,289.518355,-30.518355
51.61085,303,290.025813,12.9741874
51.62116,272,290.567474,-18.567474
51.63147,280,291.139069,-11.1390689
51.64178,306,291.736432,14.2635679
51.65209,266,292.35502,-26.35502
51.66239,298,292.989282,5.01071756
51.6727,287,293.63514,-6.63513974
51.68301,313,294.286294,18.7137062
51.69332,291,294.936691,-3.93669103
51.70363,288,295.579937,-7.57993653
51.71393,307,296.20872,10.7912804
51.72424,300,296.81729,3.18270969
51.73455,304,297.397818,6.60218204
51.74486,286,297.942917,-11.9429165
51.75517,338,298.445087,39.5549127
51.76547,336,298.896374,37.1036256
51.77578,302,299.290181,2.70981932
51.78609,274,299.618689,-25.6186888
51.7964,284,299.874808,-15.8748084
51.8067,294,300.051694,-6.0516937
51.81701,339,300.143536,38.8564637
51.82732,276,300.144627,-24.1446266
51.83763,303,300.050327,2.94967327
51.84794,267,299.857016,-32.8570159
51.85824,315,299.56257,15.4374296
51.86855,301,299.165297,1.83470277
51.87886,294,298.665672,-4.66567242
51.88917,311,298.065384,12.9346163
51.89948,282,297.367536,-15.3675359
51.90978,319,296.577368,22.4226323
51.92009,303,295.698988,7.30101163
51.9304,306,294.739741,11.260259
51.94071,260,293.707046,-33.7070459
51.95102,290,292.608951,-2.60895121
51.96132,277,291.454614,-14.4546143
51.97163,294,290.250353,3.74964709
51.98194,256,289.005692,-33.0056916
51.99225,295,287.72887,7.27112973
52.00255,273,286.429141,-13.4291409
52.01286,277,285.111637,-8.11163654
52.02317,274,283.784893,-9.78489266
52.03348,279,282.455793,-3.45579291
52.04379,270,281.130796,-11.1307959
52.05409,250,279.817187,-29.817187
52.0644,249,278.517967,-29.5179672
52.07471,276,277.239504,-1.23950436
52.08502,281,275.986401,5.01359947
52.09533,292,274.762763,17.2372372
52.10563,275,273.573338,1.42666171
52.11594,266,272.418912,-6.41891189
52.12625,265,271.303264,-6.30326386
52.13656,266,270.228513,-4.22851274
52.14687,246,269.196308,-23.1963077
52.15717,264,268.208794,-4.20879393
52.16748,239,267.264833,-28.2648328
52.17779,241,266.365814,-25.3658144
52.1881,252,265.511799,-13.5117987
52.1984,263,264.703307,-1.70330661
52.20871,259,263.938245,-4.93824544
52.21902,267,263.216683,3.78331699
52.22933,268,262.605331,5.39466925
52.23964,293,262.007898,30.9921022
52.24994,249,261.411561,-12.411561
52.26025,286,260.853585,25.1464149
52.27056,243,260.333205,-17.3332046
52.28087,263,259.849011,3.15098908
52.29118,279,259.399576,19.6004235
52.30148,269,258.983863,10.0161373
52.31179,262,258.599642,3.40035835
52.3221,245,258.245946,-13.2459462
52.33241,263,257.921423,5.0785773
52.34272,250,257.624761,-7.62476149
52.35302,282,257.354955,24.645045
52.36333,264,257.110271,6.88972879
52.37364,276,256.889841,19.110159
52.38395,275,256.692579,18.3074212
52.39426,269,256.517461,12.4825389
52.40456,297,256.36367,40.6363305
52.41487,290,256.230013,33.7699874
52.42518,267,256.1159,10.8841003
52.43549,257,256.020259,0.979740999
52.44579,260,255.948965,4.05103499
52.4561,258,255.95939,2.04061026
52.46641,281,255.915833,25.0841672
52.47672,264,255.888347,8.11165253
52.48703,247,255.876417,-8.876417
52.49733,267,255.87956,11.12044
52.50764,245,255.89735,-10.8973497
52.51795,269,255.929397,13.0706027
52.52826,258,255.975341,2.02465865
52.53857,249,256.034848,-7.03484834
52.54887,290,256.107531,33.8924688
52.55918,288,256.193236,31.8067641
52.56949,269,256.291616,12.7083836
52.5798,253,256.402395,-3.40239491
52.59011,250,256.525292,-6.52529246
52.60041,246,256.659886,-10.6598861
52.61072,254,256.806135,-2.80613458
52.62103,289,256.96359,32.0364096
52.63134,242,257.132015,-15.1320148
52.64164,248,257.310778,-9.31077755
52.65195,230,257.499599,-27.4995991
52.66226,252,257.697998,-5.69799777
52.67257,232,257.905454,-25.9054542
52.68288,243,258.121396,-15.1213956
52.69318,267,258.344973,8.65502691
52.70349,238,258.575935,-20.575935
52.7138,246,258.813324,-12.8133242
52.72411,252,259.05634,-7.05634009
52.73442,279,259.304128,19.6958724
52.74472,265,259.555535,5.44446513
52.75503,279,259.810101,19.1898989
52.76534,272,260.066595,11.9334049
52.77565,270,260.323999,9.67600058
52.78596,266,260.581278,5.41872209
52.79626,261,260.83714,0.162860269
52.80657,277,261.09105,15.9089504
52.81688,265,261.341744,3.65825643
52.82719,262,261.588227,0.411772552
52.83749,269,261.829377,7.17062329
52.8478,240,262.065167,-22.0651667
52.85811,254,262.294456,-8.29445572
52.86842,235,262.516734,-27.5167336
52.87873,242,262.731688,-20.7316877
52.88903,268,262.939051,5.0609487
52.89934,257,263.139468,-6.1394682
52.90965,265,263.33309,1.66691031
52.91996,243,263.520943,-20.5209432
52.93027,285,263.704363,21.2956373
52.94057,277,263.884974,13.1150264
52.95088,261,264.06544,-3.06543989
52.96119,227,264.248435,-37.248435
52.9715,289,264.437382,24.5626175
52.98181,276,264.636304,11.3636964
52.99211,270,264.849626,5.15037382
53.00242,279,265.083069,13.9169313
53.01273,279,265.342435,13.6575654
53.02304,267,265.634495,1.36550491
53.03334,282,265.96653,16.0334699
53.04365,266,266.347789,-0.347788919
53.05396,262,266.787722,-4.78772215
53.06427,269,267.297457,1.70254335
53.07458,273,267.889786,5.11021368
53.08488,257,268.578838,-11.5788381
53.09519,248,269.383379,-21.383379
53.1055,266,270.32354,-4.32354008
53.11581,282,271.42445,10.5755503
53.12612,282,272.717189,9.28281129
53.13642,273,274.239572,-1.23957224
53.14673,261,276.045995,-15.0459954
53.15704,286,278.204407,7.79559297
